age,workclass,fnlwgt,education,educational-num,marital-status,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
54,Private,123011,Some-college,5,Married,Sales,White,Male,0,0,45,United-States,>50K
46,Private,59287,Some-college,5,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
40,Private,193537,Some-college,5,Married,Adm-clerical,White,Female,0,0,40,Other,<=50K
47,Private,139701,1st-8th,2,Unmarried,Machine-op-inspct,White,Female,0,0,40,Other,<=50K
38,Private,180288,Some-college,5,Married,Sales,White,Male,0,> 0,60,United-States,>50K
24,Private,96844,Some-college,5,Unmarried,Adm-clerical,White,Female,0,0,17,United-States,<=50K
49,Self-emp,327258,Some-college,5,Married,Exec-managerial,White,Female,0,> 0,60,Other,>50K
24,Private,153082,HS-grad,4,Unmarried,Sales,White,Male,0,0,30,United-States,<=50K
35,Private,187046,Bachelors,8,Unmarried,Exec-managerial,White,Male,0,0,45,United-States,<=50K
39,Private,22245,Bachelors,8,Married,Prof-specialty,White,Male,0,0,60,United-States,<=50K
51,Government,319054,HS-grad,4,Married,Transport-moving,Black,Male,0,0,60,United-States,<=50K
37,Private,189674,Bachelors,8,Separated,Exec-managerial,Black,Female,0,0,40,United-States,<=50K
19,Private,138760,HS-grad,4,Unmarried,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
49,Private,157569,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
26,Private,341672,Some-college,5,Unmarried,Adm-clerical,Other,Male,0,0,60,Other,<=50K
25,Private,397317,Assoc-acdm,7,Unmarried,Prof-specialty,White,Female,0,0,40,United-States,<=50K
47,Self-emp,242519,HS-grad,4,Married,Exec-managerial,White,Male,0,0,50,United-States,>50K
59,Private,245196,9th-12th,3,Married,Transport-moving,Black,Male,0,0,40,United-States,>50K
43,Private,119297,HS-grad,4,Married,Other-service,White,Male,0,0,40,United-States,<=50K
31,Private,34572,Assoc-voc,6,Married,Handlers-cleaners,White,Male,0,0,45,United-States,<=50K
47,Private,193285,HS-grad,4,Married,Other-service,Black,Female,> 0,0,40,United-States,<=50K
62,Private,174711,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,32,United-States,<=50K
39,Private,370549,Some-college,5,Married,Sales,White,Female,0,0,30,United-States,>50K
20,Private,353696,Some-college,5,Unmarried,Adm-clerical,White,Male,0,0,28,United-States,<=50K
43,Private,111949,HS-grad,4,Married,Other-service,White,Female,0,0,35,United-States,<=50K
41,Government,365986,HS-grad,4,Divorced,Other-service,White,Male,0,0,40,United-States,>50K
41,Government,112763,Masters,9,Divorced,Prof-specialty,White,Female,> 0,0,36,United-States,>50K
54,Private,266598,Bachelors,8,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
62,Government,160062,HS-grad,4,Married,Transport-moving,White,Male,0,0,44,United-States,<=50K
19,Private,43003,Some-college,5,Unmarried,Other-service,White,Male,0,0,20,United-States,<=50K
19,Private,323054,HS-grad,4,Unmarried,Sales,Other,Male,0,0,30,United-States,<=50K
36,Private,156667,Bachelors,8,Married,Prof-specialty,White,Male,0,> 0,50,United-States,>50K
35,Private,164519,HS-grad,4,Divorced,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
31,Private,258849,Assoc-voc,6,Unmarried,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
20,Private,146706,Some-college,5,Married,Sales,White,Female,0,0,30,United-States,<=50K
24,Private,241523,HS-grad,4,Married,Other-service,White,Male,0,0,45,United-States,>50K
46,Government,371373,HS-grad,4,Divorced,Adm-clerical,White,Male,0,0,40,United-States,<=50K
45,Private,370274,9th-12th,3,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
24,Private,32921,Some-college,5,Unmarried,Farming-fishing,White,Male,0,0,50,United-States,<=50K
52,Private,35598,HS-grad,4,Divorced,Transport-moving,White,Male,0,0,40,United-States,<=50K
22,Private,493034,HS-grad,4,Unmarried,Other-service,Black,Male,0,0,40,United-States,<=50K
37,Government,44694,Masters,9,Married,Prof-specialty,White,Female,0,0,45,United-States,>50K
47,Self-emp,184682,HS-grad,4,Separated,Sales,White,Female,0,0,35,United-States,<=50K
25,Private,234263,Bachelors,8,Unmarried,Sales,White,Male,0,0,40,United-States,<=50K
57,Private,186202,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
17,Self-emp,60116,9th-12th,3,Unmarried,Adm-clerical,White,Male,0,0,10,United-States,<=50K
29,Private,83003,HS-grad,4,Married,Other-service,White,Female,0,0,40,United-States,<=50K
39,Private,101146,HS-grad,4,Divorced,Prof-specialty,White,Female,> 0,0,40,United-States,<=50K
18,Private,261714,Some-college,5,Unmarried,Sales,White,Female,0,0,15,United-States,<=50K
51,Private,163921,Bachelors,8,Married,Transport-moving,White,Male,0,0,56,United-States,>50K
42,Government,223548,Masters,9,Unmarried,Prof-specialty,White,Male,0,0,40,United-States,<=50K
40,Private,183096,Bachelors,8,Unmarried,Sales,White,Female,0,0,40,United-States,<=50K
60,Government,404023,HS-grad,4,Divorced,Exec-managerial,White,Male,> 0,0,40,United-States,>50K
23,Private,210053,Some-college,5,Unmarried,Other-service,White,Female,0,0,28,United-States,<=50K
63,Private,100099,HS-grad,4,Separated,Craft-repair,White,Male,0,0,40,United-States,<=50K
51,Private,237729,Some-college,5,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
28,Self-emp,195607,HS-grad,4,Married,Sales,White,Female,0,0,40,United-States,<=50K
46,Private,215895,Masters,9,Unmarried,Exec-managerial,White,Male,> 0,0,60,United-States,>50K
24,Private,112854,Some-college,5,Unmarried,Tech-support,White,Female,0,0,16,United-States,<=50K
41,Private,220694,Bachelors,8,Divorced,Other-service,White,Male,0,0,37,United-States,<=50K
45,Private,327886,Prof-school,10,Unmarried,Prof-specialty,White,Male,0,0,40,United-States,>50K
44,Government,241506,Masters,9,Divorced,Prof-specialty,White,Female,0,0,50,United-States,<=50K
21,Private,138816,HS-grad,4,Unmarried,Handlers-cleaners,Black,Male,0,0,20,United-States,<=50K
20,Self-emp,105997,Some-college,5,Unmarried,Sales,White,Female,0,0,25,United-States,<=50K
36,Government,285865,Bachelors,8,Unmarried,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
35,Government,43712,Assoc-voc,6,Married,Tech-support,White,Male,0,0,45,United-States,<=50K
19,Private,222866,9th-12th,3,Unmarried,Farming-fishing,White,Male,0,0,40,United-States,<=50K
47,Private,191978,Some-college,5,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
35,Private,133454,9th-12th,3,Divorced,Machine-op-inspct,White,Male,0,0,50,United-States,<=50K
25,Private,55718,Some-college,5,Unmarried,Tech-support,White,Male,0,0,25,United-States,<=50K
23,Private,213115,HS-grad,4,Unmarried,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
32,Private,213179,Some-college,5,Divorced,Craft-repair,White,Male,0,0,40,United-States,>50K
51,Government,387250,Bachelors,8,Married,Adm-clerical,White,Male,0,0,50,United-States,>50K
30,Self-emp,166961,Some-college,5,Married,Adm-clerical,White,Female,0,0,20,United-States,>50K
36,Private,129591,HS-grad,4,Unmarried,Other-service,White,Male,0,0,40,United-States,<=50K
22,Private,109039,HS-grad,4,Unmarried,Exec-managerial,White,Female,0,0,55,United-States,<=50K
20,Private,209131,Some-college,5,Unmarried,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
52,Private,210736,Some-college,5,Married,Exec-managerial,White,Male,> 0,0,55,United-States,>50K
50,Private,144361,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,50,United-States,>50K
36,Private,84306,Bachelors,8,Married,Exec-managerial,White,Male,> 0,0,50,United-States,<=50K
22,Self-emp,202920,HS-grad,4,Unmarried,Prof-specialty,White,Female,> 0,0,40,Other,>50K
62,Private,257277,HS-grad,4,Separated,Adm-clerical,White,Female,0,0,38,United-States,<=50K
34,Private,298995,Some-college,5,Unmarried,Tech-support,Black,Female,0,0,50,United-States,<=50K
57,Private,228764,Assoc-voc,6,Divorced,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
35,Private,350169,HS-grad,4,Divorced,Machine-op-inspct,White,Female,0,0,38,Other,<=50K
62,Government,407669,1st-8th,2,Separated,Other-service,Black,Female,0,0,35,United-States,<=50K
22,Private,221480,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
30,Private,378009,HS-grad,4,Unmarried,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
35,Private,240389,Some-college,5,Married,Sales,White,Male,0,0,43,United-States,>50K
20,Private,105312,HS-grad,4,Unmarried,Sales,White,Female,0,0,35,United-States,<=50K
61,Private,29797,HS-grad,4,Divorced,Sales,White,Female,0,0,40,United-States,<=50K
65,Private,213149,HS-grad,4,Married,Tech-support,White,Male,0,0,40,United-States,<=50K
23,Private,256755,Bachelors,8,Unmarried,Handlers-cleaners,White,Female,0,0,40,Other,<=50K
25,Private,152035,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
27,Private,159623,Some-college,5,Married,Sales,White,Male,0,0,40,United-States,<=50K
64,Self-emp,51286,Masters,9,Married,Sales,White,Male,> 0,0,65,United-States,>50K
31,Private,137290,Bachelors,8,Married,Exec-managerial,White,Male,0,0,55,United-States,>50K
60,Government,69251,Masters,9,Married,Prof-specialty,Other,Male,0,0,38,Other,>50K
30,Private,169583,HS-grad,4,Unmarried,Sales,White,Female,0,0,35,United-States,<=50K
33,Private,323811,Some-college,5,Married,Machine-op-inspct,White,Male,0,0,55,United-States,<=50K
50,Self-emp,251240,Masters,9,Married,Sales,White,Male,0,0,40,United-States,>50K
30,Private,172748,HS-grad,4,Married,Exec-managerial,White,Male,0,0,40,United-States,<=50K
31,Private,114691,Bachelors,8,Unmarried,Sales,White,Male,0,0,48,United-States,<=50K
24,Private,121313,HS-grad,4,Married,Adm-clerical,White,Male,0,0,40,United-States,<=50K
61,Self-emp,253101,Some-college,5,Separated,Sales,White,Female,0,0,20,United-States,<=50K
45,Private,155664,HS-grad,4,Unmarried,Adm-clerical,White,Male,0,0,44,United-States,<=50K
26,Private,250066,Assoc-voc,6,Unmarried,Other-service,White,Female,0,0,40,United-States,<=50K
59,Private,236731,1st-8th,2,Married,Other-service,White,Male,0,0,40,Other,<=50K
42,Private,89413,9th-12th,3,Unmarried,Farming-fishing,White,Male,0,0,40,United-States,<=50K
47,Private,118729,HS-grad,4,Divorced,Craft-repair,White,Male,0,0,40,United-States,>50K
38,Private,131288,Assoc-voc,6,Unmarried,Farming-fishing,White,Male,0,0,50,United-States,<=50K
48,Government,33084,Bachelors,8,Married,Other-service,White,Male,0,0,50,United-States,>50K
27,Private,119793,Bachelors,8,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
22,Private,322674,Some-college,5,Unmarried,Exec-managerial,White,Male,0,0,40,United-States,<=50K
30,Private,115963,9th-12th,3,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
37,Private,359591,9th-12th,3,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
53,Government,229259,Assoc-acdm,7,Married,Tech-support,White,Male,0,0,45,United-States,>50K
32,Private,309513,HS-grad,4,Married,Craft-repair,White,Male,0,0,50,United-States,<=50K
59,Government,178660,Assoc-acdm,7,Married,Adm-clerical,White,Male,0,0,40,United-States,<=50K
30,Private,154950,Some-college,5,Married,Exec-managerial,White,Male,> 0,0,60,United-States,>50K
30,Private,302149,Bachelors,8,Married,Sales,Other,Male,0,0,40,Other,<=50K
26,Private,163747,Bachelors,8,Unmarried,Sales,White,Female,0,0,55,United-States,<=50K
17,Private,350995,9th-12th,3,Unmarried,Other-service,White,Male,0,0,16,United-States,<=50K
40,Private,206066,HS-grad,4,Married,Craft-repair,White,Male,0,0,50,United-States,<=50K
20,Private,259496,Some-college,5,Unmarried,Sales,White,Female,0,0,20,United-States,<=50K
28,Private,314659,Some-college,5,Unmarried,Machine-op-inspct,White,Male,0,0,42,United-States,<=50K
25,Private,209428,Some-college,5,Married,Sales,White,Male,0,0,25,Other,<=50K
51,Private,88856,Masters,9,Married,Exec-managerial,White,Male,0,> 0,40,United-States,>50K
41,Self-emp,390369,Prof-school,10,Married,Prof-specialty,White,Male,0,0,58,United-States,>50K
25,Private,181896,Bachelors,8,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
43,Government,263502,HS-grad,4,Divorced,Adm-clerical,White,Male,0,0,40,United-States,<=50K
28,Self-emp,54683,Some-college,5,Unmarried,Craft-repair,White,Male,0,> 0,40,United-States,<=50K
29,Private,184224,HS-grad,4,Unmarried,Transport-moving,White,Male,0,0,40,United-States,<=50K
36,Government,170861,HS-grad,4,Separated,Other-service,White,Female,0,0,32,United-States,<=50K
41,Private,119266,HS-grad,4,Married,Other-service,White,Male,0,0,40,United-States,<=50K
52,Private,152234,HS-grad,4,Married,Exec-managerial,Other,Male,> 0,0,40,Other,>50K
58,Private,31532,Bachelors,8,Married,Prof-specialty,White,Male,0,0,40,United-States,>50K
34,Private,185556,Some-college,5,Unmarried,Prof-specialty,White,Female,0,0,12,United-States,>50K
37,Private,186191,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,46,United-States,<=50K
58,Private,111385,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
34,Private,115488,HS-grad,4,Married,Sales,White,Male,0,0,40,United-States,<=50K
22,Private,202871,Assoc-voc,6,Married,Other-service,White,Male,0,0,44,United-States,<=50K
20,Private,273989,HS-grad,4,Unmarried,Transport-moving,White,Male,0,0,40,United-States,<=50K
37,Private,119929,HS-grad,4,Married,Sales,White,Male,0,0,45,United-States,>50K
59,Private,32446,HS-grad,4,Married,Other-service,White,Male,0,0,40,United-States,<=50K
35,Private,49749,Some-college,5,Divorced,Adm-clerical,White,Female,0,0,40,United-States,>50K
18,Private,78181,9th-12th,3,Unmarried,Other-service,White,Female,0,0,30,United-States,<=50K
48,Private,143281,HS-grad,4,Separated,Machine-op-inspct,White,Female,0,0,48,United-States,<=50K
45,Private,160724,HS-grad,4,Married,Craft-repair,Other,Male,0,0,40,Other,<=50K
47,Private,140219,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
27,Private,173927,Some-college,5,Unmarried,Tech-support,Other,Female,0,0,32,Other,<=50K
42,Private,287129,Bachelors,8,Divorced,Prof-specialty,Black,Male,0,0,40,United-States,<=50K
25,Government,190057,Bachelors,8,Unmarried,Prof-specialty,White,Female,0,0,40,United-States,<=50K
36,Private,526968,9th-12th,3,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K
25,Private,82560,Assoc-acdm,7,Unmarried,Other-service,White,Male,0,0,43,United-States,<=50K
46,Private,281647,Bachelors,8,Divorced,Transport-moving,White,Male,0,0,40,United-States,<=50K
18,Private,183315,9th-12th,3,Unmarried,Sales,Black,Female,0,0,10,United-States,<=50K
43,Private,108126,HS-grad,4,Divorced,Other-service,White,Female,0,> 0,24,United-States,<=50K
45,Private,205816,HS-grad,4,Married,Other-service,White,Female,0,0,40,United-States,>50K
51,Government,85815,Bachelors,8,Married,Exec-managerial,Other,Male,0,0,40,United-States,>50K
27,Self-emp,212041,Bachelors,8,Unmarried,Sales,White,Male,0,0,50,United-States,<=50K
45,Self-emp,181307,Doctorate,11,Separated,Prof-specialty,White,Male,0,> 0,40,United-States,<=50K
30,Private,169496,Masters,9,Married,Other-service,White,Male,0,0,15,United-States,>50K
42,Government,284403,HS-grad,4,Divorced,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
53,Government,188772,HS-grad,4,Separated,Other-service,White,Female,0,0,30,United-States,<=50K
24,Private,193130,Some-college,5,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
50,Private,178530,Prof-school,10,Married,Prof-specialty,White,Male,0,0,60,United-States,>50K
22,Private,349212,Some-college,5,Unmarried,Other-service,White,Female,0,0,20,United-States,<=50K
59,Private,193335,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
22,Private,347530,HS-grad,4,Separated,Other-service,Black,Female,0,0,35,United-States,<=50K
38,Private,103886,Some-college,5,Divorced,Other-service,White,Male,0,0,40,United-States,<=50K
31,Private,32550,9th-12th,3,Divorced,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
27,Private,205145,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
21,Private,126613,Some-college,5,Unmarried,Other-service,White,Female,0,0,40,United-States,<=50K
28,Government,445824,Masters,9,Married,Prof-specialty,White,Female,0,0,50,United-States,>50K
30,Private,553405,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
31,Private,169085,9th-12th,3,Married,Sales,White,Female,0,0,20,United-States,<=50K
48,Self-emp,191277,Assoc-voc,6,Married,Exec-managerial,White,Male,0,0,50,United-States,>50K
17,Private,117549,9th-12th,3,Unmarried,Sales,Black,Female,0,0,12,United-States,<=50K
24,Private,116800,Assoc-voc,6,Unmarried,Machine-op-inspct,White,Male,0,0,35,United-States,<=50K
44,Government,68729,Bachelors,8,Married,Exec-managerial,Other,Male,0,0,40,United-States,>50K
29,Private,191722,Some-college,5,Married,Other-service,White,Male,> 0,0,54,United-States,>50K
55,Private,105304,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
22,Private,170800,Assoc-voc,6,Unmarried,Other-service,White,Female,0,0,12,United-States,<=50K
47,Government,102771,Doctorate,11,Married,Prof-specialty,White,Male,0,0,40,United-States,>50K
23,Private,370057,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
40,Private,94080,Assoc-acdm,7,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
44,Private,198270,Assoc-acdm,7,Divorced,Prof-specialty,White,Female,0,0,43,United-States,<=50K
36,Government,177064,Some-college,5,Unmarried,Exec-managerial,White,Female,0,0,40,United-States,<=50K
37,Self-emp,99452,Some-college,5,Married,Transport-moving,White,Male,0,0,55,United-States,>50K
21,Private,149224,Some-college,5,Unmarried,Transport-moving,White,Male,0,0,30,United-States,<=50K
58,Private,233193,HS-grad,4,Separated,Adm-clerical,White,Female,0,0,27,United-States,<=50K
53,Government,50048,Doctorate,11,Married,Prof-specialty,White,Male,> 0,0,50,United-States,>50K
38,Private,376025,1st-8th,2,Married,Farming-fishing,White,Male,0,0,40,United-States,<=50K
48,Private,345831,Some-college,5,Married,Tech-support,White,Male,0,0,40,United-States,>50K
41,Government,139160,Bachelors,8,Divorced,Prof-specialty,Black,Male,0,0,40,United-States,<=50K
34,Private,410615,Assoc-acdm,7,Married,Exec-managerial,White,Male,0,0,60,United-States,>50K
36,Private,90897,Assoc-acdm,7,Unmarried,Tech-support,White,Female,0,0,40,United-States,<=50K
36,Private,69481,Prof-school,10,Married,Prof-specialty,White,Male,0,0,55,United-States,>50K
31,Private,181388,Masters,9,Married,Prof-specialty,White,Female,0,> 0,45,United-States,>50K
36,Private,188563,Some-college,5,Married,Sales,White,Male,> 0,0,50,United-States,>50K
22,Private,109456,Some-college,5,Unmarried,Handlers-cleaners,White,Male,0,0,32,United-States,<=50K
48,Private,359808,HS-grad,4,Unmarried,Handlers-cleaners,White,Male,0,0,40,United-States,>50K
